,detectedDuplicate,detectedCorruption,firstInSession,timestamp,clientTimestamp,remoteHost,referer,location,productID,viewportPixelWidth,viewportPixelHeight,screenPixelWidth,screenPixelHeight,partyId,sessionId,pageViewId,eventType,userAgentString,userAgentName,userAgentFamily,userAgentVendor,userAgentType,userAgentVersion,userAgentDeviceCategory,userAgentOsFamily,userAgentOsVersion,userAgentOsVendor
0,False,False,True,1585033407975,1585033410150,49.207.62.218,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,657,,728,0:k85jyuks:5~i6246p_mVvsmz5p1tb602aVTgEqlVy,0:k85jyuks:I3gp4Kaw4bzi0LYPFYOZLKKSGWxml3aN,0:Y3WfECQKnLbi48~jCwixwj08Ix_Zj9hX,pageView,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Windows,10.0,Microsoft Corporation.
1,False,False,True,1585033407975,1585033410150,49.207.62.218,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,657,,728,0:k85jyuks:5~i6246p_mVvsmz5p1tb602aVTgEqlVy,0:k85jyuks:I3gp4Kaw4bzi0LYPFYOZLKKSGWxml3aN,0:Y3WfECQKnLbi48~jCwixwj08Ix_Zj9hX,pageView,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Windows,10.0,Microsoft Corporation.
2,False,False,False,1585033414446,1585033416642,49.207.62.218,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,657,,728,0:k85jyuks:5~i6246p_mVvsmz5p1tb602aVTgEqlVy,0:k85jyuks:I3gp4Kaw4bzi0LYPFYOZLKKSGWxml3aN,0:Y3WfECQKnLbi48~jCwixwj08Ix_Zj9hX,cart,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Windows,10.0,Microsoft Corporation.
3,False,False,False,1585033414446,1585033416642,49.207.62.218,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,657,,728,0:k85jyuks:5~i6246p_mVvsmz5p1tb602aVTgEqlVy,0:k85jyuks:I3gp4Kaw4bzi0LYPFYOZLKKSGWxml3aN,0:Y3WfECQKnLbi48~jCwixwj08Ix_Zj9hX,cart,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Windows,10.0,Microsoft Corporation.
4,False,False,False,1585033416538,1585033418716,49.207.62.218,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,657,,728,0:k85jyuks:5~i6246p_mVvsmz5p1tb602aVTgEqlVy,0:k85jyuks:I3gp4Kaw4bzi0LYPFYOZLKKSGWxml3aN,0:Y3WfECQKnLbi48~jCwixwj08Ix_Zj9hX,buy,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Windows,10.0,Microsoft Corporation.
5,False,False,False,1585033416538,1585033418716,49.207.62.218,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,657,,728,0:k85jyuks:5~i6246p_mVvsmz5p1tb602aVTgEqlVy,0:k85jyuks:I3gp4Kaw4bzi0LYPFYOZLKKSGWxml3aN,0:Y3WfECQKnLbi48~jCwixwj08Ix_Zj9hX,buy,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Windows,10.0,Microsoft Corporation.
6,False,False,False,1585033430305,1585033432494,49.207.62.218,http://127.0.0.1:5000/product/100001,http://127.0.0.1:5000/home,,,657,,728,0:k85jyuks:5~i6246p_mVvsmz5p1tb602aVTgEqlVy,0:k85jyuks:I3gp4Kaw4bzi0LYPFYOZLKKSGWxml3aN,0:0CmdoqX86tTGSKT2Df4wT2d23rPbgEz4,pageView,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Windows,10.0,Microsoft Corporation.
7,False,False,False,1585033430305,1585033432494,49.207.62.218,http://127.0.0.1:5000/product/100001,http://127.0.0.1:5000/home,,,657,,728,0:k85jyuks:5~i6246p_mVvsmz5p1tb602aVTgEqlVy,0:k85jyuks:I3gp4Kaw4bzi0LYPFYOZLKKSGWxml3aN,0:0CmdoqX86tTGSKT2Df4wT2d23rPbgEz4,pageView,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Windows,10.0,Microsoft Corporation.
8,False,False,False,1585033451919,1585033454113,49.207.62.218,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100003,100003.0,,657,,728,0:k85jyuks:5~i6246p_mVvsmz5p1tb602aVTgEqlVy,0:k85jyuks:I3gp4Kaw4bzi0LYPFYOZLKKSGWxml3aN,0:~HoIAeqlvyYrt69TRejC1hpzgaAUblEL,pageView,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Windows,10.0,Microsoft Corporation.
9,False,False,False,1585033451919,1585033454113,49.207.62.218,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100003,100003.0,,657,,728,0:k85jyuks:5~i6246p_mVvsmz5p1tb602aVTgEqlVy,0:k85jyuks:I3gp4Kaw4bzi0LYPFYOZLKKSGWxml3aN,0:~HoIAeqlvyYrt69TRejC1hpzgaAUblEL,pageView,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Windows,10.0,Microsoft Corporation.
10,False,False,False,1584672809040,1584672808944,106.51.105.33,http://127.0.0.1:5000/product/galaxy,http://127.0.0.1:5000/home,,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k7zk7ooe:H1VNTCxTDVRQpeRw2o5sLD5KKccrTkG8,0:x7jgDjHY2dd4DNTCpwfaMC3MHLntGQtO,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
11,False,False,False,1584672809040,1584672808944,106.51.105.33,http://127.0.0.1:5000/product/galaxy,http://127.0.0.1:5000/home,,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k7zk7ooe:H1VNTCxTDVRQpeRw2o5sLD5KKccrTkG8,0:x7jgDjHY2dd4DNTCpwfaMC3MHLntGQtO,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
12,False,False,True,1584701937649,1584701937504,106.51.105.33,http://127.0.0.1:5000/product/100001,http://127.0.0.1:5000/home,,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k802m8nn:09hLVfRasIR7mdMbVX_6Iv9cfqywBBWi,0:WQK07xioNdU45a9RIbKcha2DXK6o75yt,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
13,False,False,True,1584701937649,1584701937504,106.51.105.33,http://127.0.0.1:5000/product/100001,http://127.0.0.1:5000/home,,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k802m8nn:09hLVfRasIR7mdMbVX_6Iv9cfqywBBWi,0:WQK07xioNdU45a9RIbKcha2DXK6o75yt,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
14,False,False,False,1584701940187,1584701940057,106.51.105.33,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k802m8nn:09hLVfRasIR7mdMbVX_6Iv9cfqywBBWi,0:eNQkttQ7rJS4ctZuehQAfKWvreGyQnkX,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
15,False,False,False,1584701940187,1584701940057,106.51.105.33,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k802m8nn:09hLVfRasIR7mdMbVX_6Iv9cfqywBBWi,0:eNQkttQ7rJS4ctZuehQAfKWvreGyQnkX,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
16,False,False,False,1584704303375,1584704302623,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k803vy9k:Bjn2JIuv4AALdH~_HB4HSqWcrZ5Ig6Y~,0:Au6PzWJCkyX7JxX1oXkmH_~mYrbkdaZa,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
17,False,False,False,1584704303375,1584704302623,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k803vy9k:Bjn2JIuv4AALdH~_HB4HSqWcrZ5Ig6Y~,0:Au6PzWJCkyX7JxX1oXkmH_~mYrbkdaZa,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
18,False,False,True,1584708291639,1584708291507,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k806effr:Uv2JZXwj6bVEq8AgSFl4QDTOunl_IVb9,0:omh1mTPaX4NvRxd9HbqIJHhOcF~asVB0,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
19,False,False,True,1584708291639,1584708291507,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k806effr:Uv2JZXwj6bVEq8AgSFl4QDTOunl_IVb9,0:omh1mTPaX4NvRxd9HbqIJHhOcF~asVB0,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
20,False,False,False,1584708302121,1584708301970,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k806effr:Uv2JZXwj6bVEq8AgSFl4QDTOunl_IVb9,0:omh1mTPaX4NvRxd9HbqIJHhOcF~asVB0,purchased,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
21,False,False,False,1584708302121,1584708301970,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k806effr:Uv2JZXwj6bVEq8AgSFl4QDTOunl_IVb9,0:omh1mTPaX4NvRxd9HbqIJHhOcF~asVB0,purchased,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
22,False,False,False,1584708302925,1584708302793,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k806effr:Uv2JZXwj6bVEq8AgSFl4QDTOunl_IVb9,0:omh1mTPaX4NvRxd9HbqIJHhOcF~asVB0,purchased,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
23,False,False,False,1584708302925,1584708302793,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k806effr:Uv2JZXwj6bVEq8AgSFl4QDTOunl_IVb9,0:omh1mTPaX4NvRxd9HbqIJHhOcF~asVB0,purchased,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
24,False,False,True,1584713152106,1584713151139,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:r_Yzg9j6h2c1n~qWuCH~6jeUUN8o9gaC,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
25,False,False,True,1584713152106,1584713151139,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:r_Yzg9j6h2c1n~qWuCH~6jeUUN8o9gaC,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
26,False,False,False,1584713161795,1584713160838,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:r_Yzg9j6h2c1n~qWuCH~6jeUUN8o9gaC,cart,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
27,False,False,False,1584713161795,1584713160838,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:r_Yzg9j6h2c1n~qWuCH~6jeUUN8o9gaC,cart,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
28,False,False,False,1584713162874,1584713161920,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:r_Yzg9j6h2c1n~qWuCH~6jeUUN8o9gaC,cart,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
29,False,False,False,1584713162874,1584713161920,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:r_Yzg9j6h2c1n~qWuCH~6jeUUN8o9gaC,cart,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
30,False,False,False,1584713399013,1584713397794,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:r_Yzg9j6h2c1n~qWuCH~6jeUUN8o9gaC,purchased,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
31,False,False,False,1584713399013,1584713397794,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:r_Yzg9j6h2c1n~qWuCH~6jeUUN8o9gaC,purchased,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
32,False,False,False,1584713400029,1584713399063,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:r_Yzg9j6h2c1n~qWuCH~6jeUUN8o9gaC,purchased,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
33,False,False,False,1584713400029,1584713399063,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:r_Yzg9j6h2c1n~qWuCH~6jeUUN8o9gaC,purchased,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
34,False,False,False,1584713515499,1584713515116,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:YFoUJHb4dyqlsIJPhyAADymn6PJcAG5c,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
35,False,False,False,1584713515499,1584713515116,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:YFoUJHb4dyqlsIJPhyAADymn6PJcAG5c,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
36,False,False,False,1584713519378,1584713519247,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:ouIxY0ljPc3_uDj~qtzS5GCBKmli2VTN,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
37,False,False,False,1584713519378,1584713519247,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:ouIxY0ljPc3_uDj~qtzS5GCBKmli2VTN,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
38,False,False,False,1584713543544,1584713542972,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:q0KsNODMBDGwHkQx0E0PCbm8f5jHWZB6,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
39,False,False,False,1584713543544,1584713542972,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:q0KsNODMBDGwHkQx0E0PCbm8f5jHWZB6,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
40,False,False,False,1584713550396,1584713550260,106.51.110.146,http://127.0.0.1:5000/product/100001,http://127.0.0.1:5000/home,,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:pmsnhH_n_NBIzsTbKMSnq1ibyJ8Ej7og,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
41,False,False,False,1584713550396,1584713550260,106.51.110.146,http://127.0.0.1:5000/product/100001,http://127.0.0.1:5000/home,,,652,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:pmsnhH_n_NBIzsTbKMSnq1ibyJ8Ej7og,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
42,False,False,False,1584713837358,1584713836683,106.51.110.146,http://127.0.0.1:5000/product/100001,http://127.0.0.1:5000/home,,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:cHqWmecLMDMzszaNRZtZnCfb4LgJc6pr,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
43,False,False,False,1584713837358,1584713836683,106.51.110.146,http://127.0.0.1:5000/product/100001,http://127.0.0.1:5000/home,,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:cHqWmecLMDMzszaNRZtZnCfb4LgJc6pr,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
44,False,False,False,1584713902844,1584713902474,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:4AHEzw_hwDx5G8p~l~fU1UH~dgBQwOt~,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
45,False,False,False,1584713902844,1584713902474,106.51.110.146,http://127.0.0.1:5000/home,http://127.0.0.1:5000/product/100001,100001.0,,669,,741,0:k7xhi6og:WYqR5WU0gcO4k2VL4Wiq1GU0qQ17ae~q,0:k809al5k:kWUOysfjFVHMed8lz2kPR0tFmpEbNjot,0:4AHEzw_hwDx5G8p~l~fU1UH~dgBQwOt~,pageView,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",Chrome,Chrome,Google Inc.,Browser,,Personal computer,Linux,,
